id	annotatorid	label	a1	a2
2919_3426	goldLabel	a1	Autonomous cars will be more efficient, allowing the easy sharing of vehicles in a metropolitan area, also reducing miles driven, energy usage and pollution.	Autonomous cars will allow humans to relax during commute, therefore, they are more fresh for work or enjoying family time.
2859_2800	goldLabel	a2	We should continue the development of autonomous vehicles, but implement it in a public situation until there is no risk.	Autonomous cars prove to be quite efficient, and will become better over time - we must continue developing them to reach their full potential
2958_3262	goldLabel	a2	autonomous cars reduce the need of parking spaces, making cities more beautiful	autonomous cars will increase national security by allowing the state to better monitor the roads
3115_3212	goldLabel	a2	Since we can work during our drive in an autonomous car they increase productivity and stimulate vast economic growth.	Machines are just better than humans at executing algorithmic tasks, such as driving. As a consequence, autonomous cars will perform better than human drivers.
2768_3353	goldLabel	a1	Autonomous cars offer the mobility we crave with a persistent safety aspect to reduce the senseless deaths caused by impaired, distracted or tired drivers.	By statistic, autonomous cars has already surpass human drivers in term of low accident. What is the point of stopping the development?
2899_3232	goldLabel	a1	Humans make mistakes when driving which cause fatalities. It is unlikely that autonomous cars will make more mistakes than humans.	Because human drivers make mistakes too, autonomous driving by AI will eventually become better than human drivers.
2884_3387	goldLabel	a1	Autonomous cars will be safer than human driven vehicles. Additionally, they can coordinate to reduce traffic on roads, and speed up commute times for all vehicles.	Technology development is inevitable, and we should not stop the development of self-driving cars, but work to understand the ramifications and consequences of what we are designing and deploying.
3309_3185	goldLabel	a2	Autonomous cars increase our free time, because instead of driving people can now work or engage in entertainment during their commute.	Autonomous cars will reduce number of accidents since most accidents are due to a human error.
3475_2919	goldLabel	a2	Autonomous cars are a major advance in how people will commute in the future. The concept makes sense and their development is inevitable.	Autonomous cars will be more efficient, allowing the easy sharing of vehicles in a metropolitan area, also reducing miles driven, energy usage and pollution.
2758_3093	goldLabel	a1	A world without traffic accidents or traffic jams is what autonomous vehicles will provide. Utopia!	Autonomous cars will free people from the need to drive and allow them to pursue more valuable activities.
2949_2820	goldLabel	a1	With an autonomous cars we will no longer need to make space for parking lots or structures, instead we will have an ever moving pool of vehicles to drive us.	Autonomous driving is at the beginning of its development and we should not stop it to learn more about pro and con of this technology.
3353_2888	goldLabel	a1	By statistic, autonomous cars has already surpass human drivers in term of low accident. What is the point of stopping the development?	Fully autonomous vehicles can revolutionize individual travel for long distance journeys, providing the once-heralded ease of train travel to individual users traveling on arbitrary routes.
3084_2769	goldLabel	a2	Development of autonomous cars should not be stopped because the solutions developed can provide broader benefits even if the current view of autonomous cars proves too dangerous.	If we were to stop the development of autonomous cars, we would eliminate an avenue for potentially ending automotive homicide as we currently know it.
2800_2852	goldLabel	a2	Autonomous cars prove to be quite efficient, and will become better over time - we must continue developing them to reach their full potential	Humans are notoriously bad drivers so even if autonomous vehicles are not yet perfect, over time they can significantly improve accident rates, congestion, pollution, and reduce insurance costs.
3447_3235	goldLabel	a1	Autonomous cars will not suffer from human weaknesses such as tiredness and lack of concentration	If autonomous cars were mandatory, they could prevent reckless driving.
3024_3184	goldLabel	a2	the autonomous cars will reduce the traffic with their efficiency.	Autonomous cars will reduce pollution, reduce congestion and provide better value for money and transportation.
3477_3362	goldLabel	a2	Autonomous cars could be very beneficial for people with disabilities.	Autonomous cars will reduce car accidents at least ten fold
3202_3274	goldLabel	a2	We should not stop the development of autonomous cars rather we should strive to make each and every car autonomous.	Autonomous cars will make independence possible for the elderly, and people with disabilities such as blindness.
3502_3204	goldLabel	a2	Early teething problems cannot be a reason to judge a technology's potential. We should accelerate development of autonomous cars so fewer humans are on the road to cause accidents	In 2015, motor vehicle accidents were the second leading cause among accidental deaths in the US. Motor vehicle accidents accounted for 35K deaths. Self-driving cars, especially if deployed en masse, can prevent many deaths.
3138_3040	goldLabel	a1	Drivers admitted failure to report collisions at 29%. Therefore, flipping the switch on autonomous cars would achieve 0% improvement in reported crashes - actually a 29% decrease.	Trying to stop development of autonomous cars is akin to saying we should have stopped development of auto-pilots of airplanes, and we know how wildly successful that has been.
2956_3037	goldLabel	a1	Autonomous vehicle systems such as automatic emergency braking and lane keep assist have already made driving much safer. It would thus be irrational to stop development of them.	Trying to stop the development of autonomous cars is equivalent to trying to stop the development of regular cars 100 years ago. You cannot stop technological progress.
3104_2871	goldLabel	a1	Autonomous cars will be able to drive much closer together, making traffic move much smoother and lessening traffic jams.	Autonomous cars are going to affect humanity in a good way, and IBM should be a driving force in this industry
2863_2987	goldLabel	a2	Autonomous cars will finally end our dependency on taxi drivers	Using autonomous cars at closed campuses will encourage the use of public transport.
3132_2769	goldLabel	a1	Using autonomous cars with better communication technology we can eradicate lights at junctions in favour of free-flowing traffic, eradicating many queues and reducing environmental impact of cars.	If we were to stop the development of autonomous cars, we would eliminate an avenue for potentially ending automotive homicide as we currently know it.
3475_3254	goldLabel	a2	Autonomous cars are a major advance in how people will commute in the future. The concept makes sense and their development is inevitable.	90% of traffic accidents are due (at least partially) to human error. Traffic accidents are a mayor death cause. Autonomous cars will make those number drop drastically.
2865_3401	goldLabel	a2	If all human drivers are replaced by autonomous vehicles, there will no longer be a need for traffic lights and other traffic management systems which add significant overhead to all driving.	Autonomous vehicles provide a significant challenge to science and engineering that will make transportation safer and benefit society beyond transportation just like the race to put a man on the moon.
3060_3434	goldLabel	a1	Self-driving cars could reduce vehicle-related fatalities	Autonomous cars are not less safer than auto-pilot in airplanes.
3426_2768	goldLabel	a2	Autonomous cars will allow humans to relax during commute, therefore, they are more fresh for work or enjoying family time.	Autonomous cars offer the mobility we crave with a persistent safety aspect to reduce the senseless deaths caused by impaired, distracted or tired drivers.
3274_2758	goldLabel	a1	Autonomous cars will make independence possible for the elderly, and people with disabilities such as blindness.	A world without traffic accidents or traffic jams is what autonomous vehicles will provide. Utopia!
3299_3222	goldLabel	a1	When roads are full of autonomous vehicles, machines will be able to communicate with each other seamlessly, so driving will become more efficient and safer for everyone.	Driverless cars are likely to improve with use and over time, so if developed, the technology will likely be safer than humans in the future.
3040_3387	goldLabel	a1	Trying to stop development of autonomous cars is akin to saying we should have stopped development of auto-pilots of airplanes, and we know how wildly successful that has been.	Technology development is inevitable, and we should not stop the development of self-driving cars, but work to understand the ramifications and consequences of what we are designing and deploying.
3174_3213	goldLabel	a1	It's clear that auto drivers will result in less casualties, since most accidents are from human mistakes.	As autonomous cars would communicate with each other, roads will be more utilized and transport more cars.
2949_3110	goldLabel	a1	With an autonomous cars we will no longer need to make space for parking lots or structures, instead we will have an ever moving pool of vehicles to drive us.	Autonomous vehicles for shipping can provide real-time shipment tracking safely as there is no driver privacy involved, nor is there information about a vehicle at rest (when it is most prone to content theft).
3452_3043	goldLabel	a2	Self-driving cars will ultimately respond better than human drivers, resulting in safer and less congested roads. Extra bonus comes in the form of providing more time to people to read books.	Autonomous cars have all human beings' capabilities plus advantages like never tired, faster reaction and further detection abilities. The arguable point is unexpected emergency handling which human being also have different results among different populations.
3387_2865	goldLabel	a2	Technology development is inevitable, and we should not stop the development of self-driving cars, but work to understand the ramifications and consequences of what we are designing and deploying.	If all human drivers are replaced by autonomous vehicles, there will no longer be a need for traffic lights and other traffic management systems which add significant overhead to all driving.
2863_2810	goldLabel	a2	Autonomous cars will finally end our dependency on taxi drivers	Autonomous cars will reduce the number of traffic fatalities.
3181_3037	goldLabel	a1	Even only 5% of autonomous vehicles could have a significant impact in eliminating waste and reducing the total fuel consumption by up to 40%.	Trying to stop the development of autonomous cars is equivalent to trying to stop the development of regular cars 100 years ago. You cannot stop technological progress.
3056_3035	goldLabel	a1	Autonomous cars allow us to be less distracted from the traffic and congested roads. Therefore, we should promote the development of autonomous cars.	"Cars are not used for most of their ""life"", mainly being ""clutter"" on the sides of our roads, autonomous vehicles will need fewer cars, taking less space."
3340_2962	goldLabel	a2	More testing is needed, but autonomous cars of future would lower road rage by design. Aggressive and unsafe driving is not allowed by design - just a safe drive from point A to B.	Driving is, by far, the MOST dangerous activity a human will do in their lifetime. Autonomous cars can provide a safe mode of transportation and save the lives of motorists.
3007_2916	goldLabel	a2	I drive two hours per day at times I am sleepy, autonomous cars may well save my life.	With driverless cars, overall fewer people will be killed and injured in accidents than are today with human-driven cars.
2770_3492	goldLabel	a1	Development of autonomous cars brings technologies that can be applied to current cars, making them safer and more friendly to the environment.	We should continue the development of autonomous cars because the humans drivers have shown to be unreliable in terms of complying with driving regulations.
2843_3474	goldLabel	a2	Self driving cars will save the wasted time spent driving .	Autonomous cars will result in less road traffic since they can coordinate with each other.
2769_3014	goldLabel	a1	If we were to stop the development of autonomous cars, we would eliminate an avenue for potentially ending automotive homicide as we currently know it.	Although it will take years until autonomous cars, we still need to invest now to be prepared for the future.
3477_3207	goldLabel	a1	Autonomous cars could be very beneficial for people with disabilities.	Autonomous cars will never make accident because of being tired or drunk
2968_2768	goldLabel	a2	Autonomous cars provide mobility also for those people who would not be able or allowed to drive anymore, such as senior citizens, people with disabilities, etc.	Autonomous cars offer the mobility we crave with a persistent safety aspect to reduce the senseless deaths caused by impaired, distracted or tired drivers.
3416_3082	goldLabel	a2	Autonomous cars will be safer because they do not get drunk, nor do they take mind altering drugs, nor do they get tired.	Having only autonomous cars are the road will greatly improve safety and reduce the number of fatalities, taking the human element out of the equation.
3210_3083	goldLabel	a1	It has never been possible to stop the development of high-level technologies in a free-market society. Autonomous vehicle development will continue to have direct (safety, ease of use) benefits as well as indirect ones (AIsystemimprovements)thatwilldrivethemarket	As long as human kind exist in this world, there is need for transportation, however having autonomous vehicle would let human to spend time on gaining new skills beyond just driving.
2927_3434	goldLabel	a1	Driving is dangerous for humans. Autonomous cars could make driving safer.	Autonomous cars are not less safer than auto-pilot in airplanes.
3004_2979	goldLabel	a2	Autonomous cars can reduce the traffic because multiple people can share one car	self-driving cars don't get tired, angry, frustrated or drunk
3025_3232	goldLabel	a1	Autonomous cars will be a significant contributor to solving the issue of greenhouse gas emissions and climate change.	Because human drivers make mistakes too, autonomous driving by AI will eventually become better than human drivers.
2987_3175	goldLabel	a2	Using autonomous cars at closed campuses will encourage the use of public transport.	Autonomous cars will give people who are blind a great expansion in independence and quality of life.
3232_3345	goldLabel	a2	Because human drivers make mistakes too, autonomous driving by AI will eventually become better than human drivers.	Development of autonomous cars boosts the development of sensing technologies, which have a positive impact on overall safer driving.
3330_3056	goldLabel	a2	We should not stop the development of autonomous cars as cars driven by people are not very predictable and can be driven dangerously.	Autonomous cars allow us to be less distracted from the traffic and congested roads. Therefore, we should promote the development of autonomous cars.
2783_2896	goldLabel	a2	Inventions to make driving simpler and safer, for e.g., automatic transmission, are small steps towards autonomous cars that have been going on since the invention of the automobile.	"Autonomous cars are safer because they rely on complex algorithms to determine appropriate driving behavior. Furthermore, they are not ""distracted"" by cellphones, nor do they speed or drive while tired or drunk!"
3447_2859	goldLabel	a1	Autonomous cars will not suffer from human weaknesses such as tiredness and lack of concentration	We should continue the development of autonomous vehicles, but implement it in a public situation until there is no risk.
3209_2958	goldLabel	a1	Autonomous cars will enable travel options for the young, old and impaired that are currently not avaialable.	autonomous cars reduce the need of parking spaces, making cities more beautiful
3493_2735	goldLabel	a1	Autonomous cars will reduce the 40,000 casualties a year (in the US alone) by two orders of magnitude. Don't drive - save lives - let the computer do that for you	Thomas Edison would argue to continue autonomous car development since his spirit of perseverance is captured in his famous quote: “I have not failed. I've just found 10,000 ways that won't work.”
2871_3209	goldLabel	a2	Autonomous cars are going to affect humanity in a good way, and IBM should be a driving force in this industry	Autonomous cars will enable travel options for the young, old and impaired that are currently not avaialable.
3416_2770	goldLabel	a1	Autonomous cars will be safer because they do not get drunk, nor do they take mind altering drugs, nor do they get tired.	Development of autonomous cars brings technologies that can be applied to current cars, making them safer and more friendly to the environment.
3110_3248	goldLabel	a2	Autonomous vehicles for shipping can provide real-time shipment tracking safely as there is no driver privacy involved, nor is there information about a vehicle at rest (when it is most prone to content theft).	A connected car extends the eyes of the driver to have a holistic view towards the destination, thus supporting and bringing safety to autonomous cars supervised by human drivers
2880_3342	goldLabel	a2	Autonomous cars will drive much smoother and therefor produce less pollution	With continued development, autonomous vehicles may someday drive more safely than vehicles operated by humans.
3183_3014	goldLabel	a1	Autonomous vehicles have the potential to enhance the mobility and independence of the disabled and elderly populations.	Although it will take years until autonomous cars, we still need to invest now to be prepared for the future.
3213_3089	goldLabel	a2	As autonomous cars would communicate with each other, roads will be more utilized and transport more cars.	Eventually autonomous cars will be the safest cars on the road, saving lives and reducing traffic congestion.
3401_3204	goldLabel	a2	Autonomous vehicles provide a significant challenge to science and engineering that will make transportation safer and benefit society beyond transportation just like the race to put a man on the moon.	In 2015, motor vehicle accidents were the second leading cause among accidental deaths in the US. Motor vehicle accidents accounted for 35K deaths. Self-driving cars, especially if deployed en masse, can prevent many deaths.
2894_2763	goldLabel	a2	The self-driving car will free the human driver to do other important tasks instead of driving and thus save valuable time.	Autonomous cars can potentially communicate with one another and create a safe driving environment decreasing accidents significantly.
2968_3211	goldLabel	a1	Autonomous cars provide mobility also for those people who would not be able or allowed to drive anymore, such as senior citizens, people with disabilities, etc.	In the future all cars will need to be Autonomous Car as this is the only way that we will be able cope with the traffic levels on our roads
3138_3019	goldLabel	a2	Drivers admitted failure to report collisions at 29%. Therefore, flipping the switch on autonomous cars would achieve 0% improvement in reported crashes - actually a 29% decrease.	Communication between autonomous cars will enable them to more efficiently plan traffic flow, thereby reducing congestion, reducing travel time, and saving energy.
2967_3267	goldLabel	a2	Humans have sensory organs like eyes and ears in fixed locations, leading to blind spots, but an autonomous car can have 360-degree visibility.	Self-driving cars would be safer because they remove the human element, which is prone to make mistakes caused by distractions and just plain laziness.
3248_2896	goldLabel	a2	A connected car extends the eyes of the driver to have a holistic view towards the destination, thus supporting and bringing safety to autonomous cars supervised by human drivers	"Autonomous cars are safer because they rely on complex algorithms to determine appropriate driving behavior. Furthermore, they are not ""distracted"" by cellphones, nor do they speed or drive while tired or drunk!"
2896_3169	goldLabel	a1	"Autonomous cars are safer because they rely on complex algorithms to determine appropriate driving behavior. Furthermore, they are not ""distracted"" by cellphones, nor do they speed or drive while tired or drunk!"	Humans often perceive their ability to be higher than it truly is and thus behave dangerously while driving because they think they are especially good drivers; autonomous vehicle has an accurate perception of its abilities.
3260_2826	goldLabel	a2	Autonomous cars will enable people who cannot otherwise drive, such as those with medical disabilities, to get around and make more things accessible for them.	Autonomous cars should be developed because they're going to be much safer than human drivers: They don't drink, they don't smoke, they don't sleep, they aren't distracted.
3181_3035	goldLabel	a1	Even only 5% of autonomous vehicles could have a significant impact in eliminating waste and reducing the total fuel consumption by up to 40%.	"Cars are not used for most of their ""life"", mainly being ""clutter"" on the sides of our roads, autonomous vehicles will need fewer cars, taking less space."
2967_2899	goldLabel	a2	Humans have sensory organs like eyes and ears in fixed locations, leading to blind spots, but an autonomous car can have 360-degree visibility.	Humans make mistakes when driving which cause fatalities. It is unlikely that autonomous cars will make more mistakes than humans.
3498_3443	goldLabel	a2	Self driving cars will reduce the amount of cars on the roads; For example, families owning 2 car today will be able to manage with 1 car only.	As featured in IEEE Spectrum (October 2018), communication between autonomous cars may significantly reduce urban driving times by allowing more efficient flow of traffic through intersections.
3212_3040	goldLabel	a1	Machines are just better than humans at executing algorithmic tasks, such as driving. As a consequence, autonomous cars will perform better than human drivers.	Trying to stop development of autonomous cars is akin to saying we should have stopped development of auto-pilots of airplanes, and we know how wildly successful that has been.
3117_3016	goldLabel	a1	Autonomous vehicle will ameliorate the harm caused by car accidents.	Although autonomous cars are still not perfect, they are safer than human-driven cars.
2756_3089	goldLabel	a2	Autonomous cars can save parking areas since the cars can continue serving other passengers	Eventually autonomous cars will be the safest cars on the road, saving lives and reducing traffic congestion.
3452_2945	goldLabel	a1	Self-driving cars will ultimately respond better than human drivers, resulting in safer and less congested roads. Extra bonus comes in the form of providing more time to people to read books.	Technological progress is inevitable. We need ambitious goals, like developing autonomous cars, to inspire young people to pursue careers in technology so that our rate of progress can continue.
3238_3382	goldLabel	a1	Autonomous vehicles will be transformative for the shipping industry and have large scale impacts on delivery costs that will benefit consumers.	Autonomous cars will eliminate the need for parking as you can be dropped off and picked up later on.
3406_3362	goldLabel	a2	If all cars were autonomous vehicles, traffic would flow more smoothly more of the time.	Autonomous cars will reduce car accidents at least ten fold
3278_3479	goldLabel	a2	The technology behind autonomous cars will also facilitate better public transit, through better buses, shared taxis, and routes that can change to adapt to demand, which will reduce the number of single-person car trips.	"An ""Autonomous vehicle"" has an array of sensors and processing a computing system have capabilities beyond ones of humans. The ethical components are edge cases not caused by AI but rather humans driving causing issues"
3117_3060	goldLabel	a2	Autonomous vehicle will ameliorate the harm caused by car accidents.	Self-driving cars could reduce vehicle-related fatalities
3345_3089	goldLabel	a2	Development of autonomous cars boosts the development of sensing technologies, which have a positive impact on overall safer driving.	Eventually autonomous cars will be the safest cars on the road, saving lives and reducing traffic congestion.
2820_3338	goldLabel	a2	Autonomous driving is at the beginning of its development and we should not stop it to learn more about pro and con of this technology.	Autonomous vehicles will be safer especially trucks. People who say trucking is the most popular job in America are wrong and only a relatively few people will lose jobs. See https://www.marketwatch.com/story/no-truck-driver-isnt-the-most-common-job-in-your-state-2015-02-12
3199_2754	goldLabel	a2	Autonomous vehicles to replace truckers and cab drivers will allow us to scale to a smaller number of humans making society more sustainable.	Autonomous vehicles can be designed to know their own limitations, whereas a study from NYU found that most human drivers rate their driving skills as above average.
3138_3452	goldLabel	a2	Drivers admitted failure to report collisions at 29%. Therefore, flipping the switch on autonomous cars would achieve 0% improvement in reported crashes - actually a 29% decrease.	Self-driving cars will ultimately respond better than human drivers, resulting in safer and less congested roads. Extra bonus comes in the form of providing more time to people to read books.
3210_2742	goldLabel	a2	It has never been possible to stop the development of high-level technologies in a free-market society. Autonomous vehicle development will continue to have direct (safety, ease of use) benefits as well as indirect ones (AIsystemimprovements)thatwilldrivethemarket	There is no reason to stop the development of autonomous cars; this can only benefit the human race by enabling more transportation options for the elderly, kids, etc.
3428_3405	goldLabel	a1	Autonomous cars will enable many improvements to our travel, such as significantly reducing road congestion through guided, coordinated traffic flow.	If all cars on every road were autonomous vehicles then human error would be eliminated and the roads would become much safer places.
2898_3354	goldLabel	a1	Autonomous vehicles do not have lapses of inattention that are the root cause of many accidents. Autonomous vehicles may not text while driving. They do not get intoxicated either.	Autonomous cars eliminate problems with finding parking since they can drop you off at your destination, find a parking spot after, and then pick you up when you're done.
3040_3267	goldLabel	a2	Trying to stop development of autonomous cars is akin to saying we should have stopped development of auto-pilots of airplanes, and we know how wildly successful that has been.	Self-driving cars would be safer because they remove the human element, which is prone to make mistakes caused by distractions and just plain laziness.
3052_3504	goldLabel	a1	Self driving cars can reduce traffic accidents, which means there will be fewer deaths and injuries caused by these accidents.	Autonomous cars will make roads safer because the cars will drive slower to precisely follow all traffic rules.
3040_3284	goldLabel	a2	Trying to stop development of autonomous cars is akin to saying we should have stopped development of auto-pilots of airplanes, and we know how wildly successful that has been.	autonomous car let you have all your travel time available for improving yourself by reading, listening or viewing educational content while driving cannot allows it
3221_3269	goldLabel	a1	Autonomous cars will allow drivers to use their time more productively.	Autonomous cars remove the arbitrary practice of speeding tickets by ending the practice of speeding.
2735_2802	goldLabel	a2	Thomas Edison would argue to continue autonomous car development since his spirit of perseverance is captured in his famous quote: “I have not failed. I've just found 10,000 ways that won't work.”	Lets face it, the machines are better at dealing with other machines, and machines dealing with cars are a lot better than people dealing with cars, so we need self-driving car.
3443_3037	goldLabel	a1	As featured in IEEE Spectrum (October 2018), communication between autonomous cars may significantly reduce urban driving times by allowing more efficient flow of traffic through intersections.	Trying to stop the development of autonomous cars is equivalent to trying to stop the development of regular cars 100 years ago. You cannot stop technological progress.
2916_3207	goldLabel	a1	With driverless cars, overall fewer people will be killed and injured in accidents than are today with human-driven cars.	Autonomous cars will never make accident because of being tired or drunk
3101_3459	goldLabel	a1	Autonomous cars will reduce fatalities as they will be better than drunk drivers	Autonomous cars will be more efficient, thus reducing the pollution from cars
3183_3016	goldLabel	a1	Autonomous vehicles have the potential to enhance the mobility and independence of the disabled and elderly populations.	Although autonomous cars are still not perfect, they are safer than human-driven cars.
3035_3401	goldLabel	a2	"Cars are not used for most of their ""life"", mainly being ""clutter"" on the sides of our roads, autonomous vehicles will need fewer cars, taking less space."	Autonomous vehicles provide a significant challenge to science and engineering that will make transportation safer and benefit society beyond transportation just like the race to put a man on the moon.
3437_3025	goldLabel	a2	People waste a lot of time each day driving. This time can be spent doing more productive things, while riding in an autonomous vehicle.	Autonomous cars will be a significant contributor to solving the issue of greenhouse gas emissions and climate change.
3025_3174	goldLabel	a2	Autonomous cars will be a significant contributor to solving the issue of greenhouse gas emissions and climate change.	It's clear that auto drivers will result in less casualties, since most accidents are from human mistakes.
3483_2847	goldLabel	a2	Autonomous cars probably won’t be perfect, but the computers they use to calculate things like stopping distance and proximity to other vehicles will make them much more reliable than a human.	Traffic, uncertainty, road conditions and suboptimal driving procedures make automobiles today harmful to the environment. The development of autonomous vehicles will reduce congestion, polution, and enable the faster move to alternate propulsion for sustainability benefits.
2738_3207	goldLabel	a2	autonomous cars will reduce pollution and help fight global warming	Autonomous cars will never make accident because of being tired or drunk
3342_3250	goldLabel	a1	With continued development, autonomous vehicles may someday drive more safely than vehicles operated by humans.	Autonomous cars will result in improved traffic flow since cars at traffic lights will be able to move forward simultaneously.
3405_3435	goldLabel	a2	If all cars on every road were autonomous vehicles then human error would be eliminated and the roads would become much safer places.	Autonomous cars will improve safety and vastly reduce the number of auto accidents, as a majority of accidents are attributed to human error.
3024_3183	goldLabel	a2	the autonomous cars will reduce the traffic with their efficiency.	Autonomous vehicles have the potential to enhance the mobility and independence of the disabled and elderly populations.
2770_2859	goldLabel	a1	Development of autonomous cars brings technologies that can be applied to current cars, making them safer and more friendly to the environment.	We should continue the development of autonomous vehicles, but implement it in a public situation until there is no risk.
2985_2847	goldLabel	a2	Autonomous cars are going to happen. The scope can be contained to limit risks to the public, but their development is going to happen for the benefit of humanity.	Traffic, uncertainty, road conditions and suboptimal driving procedures make automobiles today harmful to the environment. The development of autonomous vehicles will reduce congestion, polution, and enable the faster move to alternate propulsion for sustainability benefits.
3423_2888	goldLabel	a2	We should not stop the development of autonomous cars because the underlying technology is advancing rapidly. Although it is too early for broad adoption, continued research and development could make it reliable.	Fully autonomous vehicles can revolutionize individual travel for long distance journeys, providing the once-heralded ease of train travel to individual users traveling on arbitrary routes.
3343_2869	goldLabel	a2	Those who support stopping the development of autonomous cars are fearful of the unknown; instead of stopping it, they should figure out what they're afraid of, and regulate the development to minimize that.	If developed safely and with enough care, as is currently one with many car features today, autonomous cars can provide great benefits to society, industries and transportation.
3110_3315	goldLabel	a2	Autonomous vehicles for shipping can provide real-time shipment tracking safely as there is no driver privacy involved, nor is there information about a vehicle at rest (when it is most prone to content theft).	Autonomous cars can enable much cheaper taxi services due to disposing the need to pay a driver. Thus making convenient and efficient transportation available to people who cannot afford to own a vehicle.
2984_2884	goldLabel	a1	Because autonomous cars are so much safer than human drivers, their widespread adoption could save over 40,000 lives in the United States alone each year.	Autonomous cars will be safer than human driven vehicles. Additionally, they can coordinate to reduce traffic on roads, and speed up commute times for all vehicles.
3354_3156	goldLabel	a1	Autonomous cars eliminate problems with finding parking since they can drop you off at your destination, find a parking spot after, and then pick you up when you're done.	I waste a lot of time on my commute every day. I wish I had an autonomous car to give me back several hours a week that I could use for other things.
2984_2894	goldLabel	a1	Because autonomous cars are so much safer than human drivers, their widespread adoption could save over 40,000 lives in the United States alone each year.	The self-driving car will free the human driver to do other important tasks instead of driving and thus save valuable time.
2769_3083	goldLabel	a1	If we were to stop the development of autonomous cars, we would eliminate an avenue for potentially ending automotive homicide as we currently know it.	As long as human kind exist in this world, there is need for transportation, however having autonomous vehicle would let human to spend time on gaining new skills beyond just driving.
3162_3175	goldLabel	a2	Autonomous vehicles will respect speed limits and guarantee safety in any single moment.	Autonomous cars will give people who are blind a great expansion in independence and quality of life.
2915_3506	goldLabel	a1	Autonomous cars will eliminate human errors, and reduce the accident rate significantly	Autonomous cars are much safer than those driven by humans
2859_2754	goldLabel	a2	We should continue the development of autonomous vehicles, but implement it in a public situation until there is no risk.	Autonomous vehicles can be designed to know their own limitations, whereas a study from NYU found that most human drivers rate their driving skills as above average.
2979_3022	goldLabel	a1	self-driving cars don't get tired, angry, frustrated or drunk	the autonomous car is a good idea to avoid jams
3262_3014	goldLabel	a1	autonomous cars will increase national security by allowing the state to better monitor the roads	Although it will take years until autonomous cars, we still need to invest now to be prepared for the future.
3406_2958	goldLabel	a1	If all cars were autonomous vehicles, traffic would flow more smoothly more of the time.	autonomous cars reduce the need of parking spaces, making cities more beautiful
3502_2869	goldLabel	a2	Early teething problems cannot be a reason to judge a technology's potential. We should accelerate development of autonomous cars so fewer humans are on the road to cause accidents	If developed safely and with enough care, as is currently one with many car features today, autonomous cars can provide great benefits to society, industries and transportation.
3382_3492	goldLabel	a2	Autonomous cars will eliminate the need for parking as you can be dropped off and picked up later on.	We should continue the development of autonomous cars because the humans drivers have shown to be unreliable in terms of complying with driving regulations.
3108_3019	goldLabel	a2	The safety of autonomous cars will be less of an issue as the infrastructure and technology evolve.	Communication between autonomous cars will enable them to more efficiently plan traffic flow, thereby reducing congestion, reducing travel time, and saving energy.
3511_3222	goldLabel	a1	Machines are much better at obeying rules of the road and a road system with completely autonomous cars will be more safer for everyone.	Driverless cars are likely to improve with use and over time, so if developed, the technology will likely be safer than humans in the future.
3437_2924	goldLabel	a1	People waste a lot of time each day driving. This time can be spent doing more productive things, while riding in an autonomous vehicle.	Many drivers today simply do what their GPS app tell them to, so why not use self-driving cars to do the whole process
2826_2783	goldLabel	a1	Autonomous cars should be developed because they're going to be much safer than human drivers: They don't drink, they don't smoke, they don't sleep, they aren't distracted.	Inventions to make driving simpler and safer, for e.g., automatic transmission, are small steps towards autonomous cars that have been going on since the invention of the automobile.
2880_3263	goldLabel	a1	Autonomous cars will drive much smoother and therefor produce less pollution	Autonomous cars should not be rolled out prematurely, but development should not be stopped.
3007_3093	goldLabel	a2	I drive two hours per day at times I am sleepy, autonomous cars may well save my life.	Autonomous cars will free people from the need to drive and allow them to pursue more valuable activities.
2862_3048	goldLabel	a1	autonomous cars allows you to work while driving, increasing your productivity.	Autonomous cars will ease people and reduce traffic
2985_3040	goldLabel	a2	Autonomous cars are going to happen. The scope can be contained to limit risks to the public, but their development is going to happen for the benefit of humanity.	Trying to stop development of autonomous cars is akin to saying we should have stopped development of auto-pilots of airplanes, and we know how wildly successful that has been.
2987_3052	goldLabel	a2	Using autonomous cars at closed campuses will encourage the use of public transport.	Self driving cars can reduce traffic accidents, which means there will be fewer deaths and injuries caused by these accidents.
3460_3108	goldLabel	a1	Autonomous cars are likely to reduce the total number of accidents as they are largely unaffected by distraction or incapacitation of human drivers.	The safety of autonomous cars will be less of an issue as the infrastructure and technology evolve.
3204_3278	goldLabel	a1	In 2015, motor vehicle accidents were the second leading cause among accidental deaths in the US. Motor vehicle accidents accounted for 35K deaths. Self-driving cars, especially if deployed en masse, can prevent many deaths.	The technology behind autonomous cars will also facilitate better public transit, through better buses, shared taxis, and routes that can change to adapt to demand, which will reduce the number of single-person car trips.
3181_2949	goldLabel	a1	Even only 5% of autonomous vehicles could have a significant impact in eliminating waste and reducing the total fuel consumption by up to 40%.	With an autonomous cars we will no longer need to make space for parking lots or structures, instead we will have an ever moving pool of vehicles to drive us.
3025_3511	goldLabel	a1	Autonomous cars will be a significant contributor to solving the issue of greenhouse gas emissions and climate change.	Machines are much better at obeying rules of the road and a road system with completely autonomous cars will be more safer for everyone.
3174_3235	goldLabel	a1	It's clear that auto drivers will result in less casualties, since most accidents are from human mistakes.	If autonomous cars were mandatory, they could prevent reckless driving.
